Código,Descripción
51151513,Bromuro de neostigmina
51151514,Bromuro de piridostigmina
51151601,Sulfato de atropina
51151604,Trihexifenidil
51151605,Clorhidrato de ciclopentolato
51151606,Tropicamida
51151610,Alcaloides de la belladona
51151613,Bromhidrato de escopolamina
51151614,Bromhidrato de homatropina
51151616,Atropina
51151702,Tartrato de brimonidina
51151703,Epinefrina
51151706,Isoproterenol
51151710,Clorhidrato de fenilefrina
51151715,Sulfato de efedrina
51151719,Pseudoefedrina
51151720,Xinafoato de salmeterol
51151723,Clorhidrato de tetrahidrozolina
51151724,Clorhidrato de nafazolina
51151727,Bitartrato de norepinefrina
51151731,Sulfato de metaproterenol
51151732,Clorhidrato de dobutamina
51151737,Clorhidrato de dopamina
51151741,Efedrina
51151748,Nafazolina
51151801,Atenolol
51151802,Hidrocloruro de esmolol
51151804,Pindolol
51151805,Maleato de timolol
51151810,Mesilato de fentolamina
51151812,Propanolol
51151814,Clorhidrato de betaxolol
51151817,Clorhidrato de tamsulosina
51151823,Clorhidrato de labetalol
51151899,Nebivolol
51151901,Baclofeno
51151908,Citrato de orfenadrina
51151911,Suxametonio
51151914,Clorhidrato de ciclobenzaprina
51151916,Cloruro de succinilcolina
51152001,Besilato de atracurio
51152004,Bromuro de vecuronio
51152005,Toxina botulinica
51152006,Besilato cisatracurio
51152009,Bromuro de pancuronio
51161504,Aminofilina
51161505,Teofilina
51161507,Formoterol
51161508,Sulfato de salbutamol / Albuterol
51161601,Astemizol
51161606,Loratadina
51161608,Clorhidrato de betahistina
51161610,Prometazina
51161614,Clorhidrato de meclozina
51161615,Cetirizina
51161623,Pamoato de hidroxizina
51161625,Clorhidrato de azelastina
51161630,Maleato de clorfeniramina
51161633,Desloratadina
51161637,Clorhidrato de hidroxizina
51161638,Fumarato de ketotifeno
51161650,Clorhidrato de prometazina
51161701,Acetilcisteina
51161702,Beractant
51161703,Budesonida
51161704,Palmitato de colfoscerilo
51161705,Bromuro de ipratropio
51161708,Dornasa alfa
51161803,Mentol
51161805,Carbocisteina
51161808,Dextrometorfano
51161809,Citrato de oxolamina
51161811,Bromhexina
51161812,Drogas o Combinaciones antitusivas
51161813,Guayacolsulfonato de potasio
51161817,Bromhidrato de dextrometorfan
51161820,Eucaliptol o aceite de eucalipto
51171504,Antiacidos de bicarbonato de sodio
51171505,Simeticona
51171511,Hidroxido de aluminio
51171601,Cascara sagrada y hojas de cynara scolymus
51171604,Docusato de sodio
51171605,Lactulosa
51171606,Sulfato de magnesio
51171608,Glicerina
51171612,Metilcelulosa
51171614,Bisacodil
51171620,Citrato de magnesio
51171622,Fosfato sodico
51171623,Fenolftaleina
51171628,Fosfato potasico
51171629,Sulfato sodico
51171630,Aceite mineral
51171631,Preparado laxante de polietilenglicol
51171704,Nifuroxazida
51171706,Antidiarreicos varios
51171709,Levadura Saccharomyces boulardii
51171806,Metoclopramida
51171811,Combinatoria de fructosa
51171816,Ondansetron
51171904,Hidrocloruro de ranitidina
51171905,Medicamentos gastrointestinales varios
51171906,Lansoprazol
51171908,Misoprostol
51171909,Omeprazol
51171910,Pancreatina
51171911,Sucralfato
51171913,Trihidrato magnesico de esomeprazol
51171915,Pantoprazol sodico
51171917,Citrato de bismuto de ranitidina
51172003,Ursodiol
51172101,Clorhidrato de mebeverina
51172105,Floroglucinol
51172107,Butilbromuro de hioscina
51172109,Trimebutina
51172111,Antiespasmódicos varios
51181501,Medicamentos antidiabeticos e hiperglicemicos varios
51181504,Glimepirida
51181506,Insulina
51181508,Glucagon
51181509,Gliclazida
51181516,Glibenclamida o gliburida
51181517,Clorhidrato de metformina
51181520,Clorhidrato de pioglitazona
51181521,Repaglinida
51181522,Maleato de rosiglitazona
51181601,Agalsidasa Alfa
51181604,Tirotropina
51181605,Metimazol
51181606,Propiltiouracilo
51181607,Yoduro de potasio
51181608,Levotiroxina
51181699,Medicamentos Metabolicos 
51181701,Betametasona
51181704,Dexametasona
51181706,Hidrocortisona
51181707,Metilprednisolona
51181708,Prednisolona
51181713,Prednisona
51181715,Cortisona
51181718,Deflazacort
51181719,Acetonida de fluocinolona
51181722,Fluticasona
51181736,Fluorometolona
51181740,Fosfato sodico de dexametasona
51181742,Propionato de clobetasol
51181749,Furoato de mometasona
51181752,Dipropionato de beclometasona
51181802,Estrona
51181803,Estrogenos conjugados
51181805,Levonorgestrel
51181807,Estradiol etinil
51181811,Desogestrel y etinilestradiol
51181813,Estradiol
51181818,Progesterona
51181822,Valerato de estradiol
51181827,Acetato de medroxiprogesterona
51181834,Combinacion de noretindrona y etinilestradiol
51181999,Inhibidor de Contracciones Uterinas
51182001,Finasterida
51182002,Testosterona
51182004,Enantato de testosterona
51182102,Vasopresina
51182202,Maleato de metilergonovina
51182203,Oxitocina
51182204,Maleato de ergonovina
51182302,Somatropina
51182304,Acetato de octreotido
51182401,Cloruro de calcio
51182403,Gluconato de calcio
51182404,Lactato de calcio
51182405,Fosfato de calcio 
51182406,Alendronato sodico
51182408,Fosfato de sodio celulosico
51182413,Glicerofosfato calcico
51182415,acido zoledronico
51182416,Pamidronato
51182418,Acetato calcico
51191502,Clortalidona
51191506,Hidrocloruro de amilorida
51191507,Espironolactona
51191509,Manitol
51191510,Furosemida
51191515,Hidroclorotiazida
51191523,Diureticos Varios
51191601,Dextrosa glucosado
51191602,Electrolitos de cloruro de sodio
51191603,Soluciones de nutricion o de nutricion parenteral total (NPT)
51191604,Solucion de Ringer lactado
51191703,Acetato sodico
51191704,Soluciones multielectroliticas
51191799,Alcalinizante Urinario
51191801,Bicarbonato potasico
51191802,Cloruro potasico
51191805,Suplemento de potasio
51191902,Suplementos de aminoacidos
51191904,Fosfolipidos
51191905,Suplementos vitaminicos
51191906,Suero de rehidratacion oral
51201501,Azatioprina
51201502,Ciclosporina
51201503,Mofetil micofenolato
51201504,Tacrolimo
51201508,Basiliximab
51201511,Mercaptoctan
51201512,Clorhidrato de micofenolato de mofetilo
51201513,Peginterferon
51201515,Sirolimus
51201516,Globulina antilinfocitica o inmunoglobulina de la membrana del linfocito
51201601,Antigeno 
51201602,Antigeno de la brucela
51201607,Vacuna Antibotulismo
51201608,Vacuna antigripal
51201616,Vacuna antipoliomielitica
51201617,Vacuna antirrabica
51201619,Vacuna antirrubeola
51201624,Vacuna antivaricela
51201625,Vacuna antiamarilica
51201628,Vacuna mixta antirrubeola
51201631,Vacunas Mixtas Varias
51201634,Vacuna mixta antihemofilus B y antigripal con difteria
51201635,Vacuna antihepatitis
51201638,Vacunas Veterinarias
51201646,Vacuna mixta antirrubeola y antisarampion
51201647,Vacuna BCG
51201648,Vacuna mixta antiparotiditis y antirrubeola
51201703,Gumboro
51201705,Enfermedad de Newcastle o pseudopeste aviar
51201801,Inmunoglobulinas bacterianas
51201802,Filgrastim
51201803,Pegfilgrastim
51201805,Inmunoglobulinas D (Rho)
51201807,Inmunoglobulinas viricas
51201808,Hidrocloruro de levamisol
51201809,Agentes inmunoestimulantes varios
51211501,Allopurinol
51211606,Flumazenil
51211609,Sulfato de protamina
51211610,Sulfonato de poliestireno sodico
51211612,Leucovorin
51211613,Sorbitol
51211615,Azul de metileno
51211617,Leucovorin calcico
51211622,Tiosulfato sodico
51211624,Sulfato de cobre
51212001,Aceite eterico
51212006,Valeriana
51212009,Antioxidantes
51212011,Anis
51212013,Hiedra
51212020,Hierbas naturales medicinales varias
51212021,Ginseng
51212027,Ginkgo biloba
51212033,Violeta de Genciana
51212101,Fluoruros de sodio
51212202,Nicotina
51212302,Aceite etiodado
51212308,Farmacos radiologicos
51212309, Ioxaglato de Meglumina
51212401,Citrato de sildenafil
51219999,Agentes Quelantes
51241001,Sulfosuccinato sodico de dioctil
51241105,Carbacol
51241107,Clorhidrato de dorzolamida
51241110,Latanoprost
51241114,Pilocarpina
51241115,Timolol
51241120,Productos oftalmologicos varios
51241201,acido salicilico
51241204,acido borico
51241205,Calamina
51241208,Cremas o ungüentos hidrofilicos
51241209,Hidroquinona
51241210,Salicilato de metilo
51241216,Piritiona de cinc
51241217,Resorcinol
51241220,Tretinoina
51241221,Tripsina cristalizada
51241222,Dimeticona
51241225,Preparados topicos de alcanfor
51241228,acido lactico
51241229,Productos Dermatologicos Varios
51241302,Hamamelis
51241303,Acetato de zinc
51251001,Butafosfan
52101501,Alfombras 
52101502,Moquetas
52101505,Alfombras sinteticas
52121501,Colchas
52121502,Edredones
52121504,Fundas de colchon
52121505,Almohadas
52121508,Frazadas
52121509,Sabanas
52121512,Fundas de almohada
52121601,Panos de cocina
52121602,Servilletas
52121603,Mantelillos
52121604,Manteles
52121606,Manteles individuales
52121607,Faldones para mesa
52121701,Toallas de bano
52121703,Toallas faciales
52121704,Toallas de mano
52131501,Cortinas
52131604,Persianas verticales
52141501,Refrigeradores domesticos
52141502,Hornos microondas domesticos
52141504,Cocinas domesticas y accesorios
52141507,Congeladores verticales domesticos
52141511,Licuadoras y exprimidoras domesticas
52141519,Hornos de conveccion domesticos
52141520,Batidoras domesticas
52141522,Tostadores domesticos
52141526,Cafeteras domesticas
52141527,Cuchillos electricos domesticos
52141531,Picadoras de alimentos de uso domestico
52141534,Sandwichera electrica de uso domestico
52141599,Extractores para cocina
52141601,Lavadoras domesticas
52141602,Secadores domesticos
52141603,Planchas domesticas
52141605,Canastas y carros de la ropa sucia
52141606,Piletas para cocina y lavanderia
52141703,Secadores de pelo domesticos
52141704,Maquinas de afeitar electricas domesticas
52141706,Equipos y/o Aparatos de belleza varios
52141802,Estufas domesticas
52151502,Platos desechables domesticos
52151503,Cuberteria desechable domestica
52151504,Tazas o vasos desechables domesticos
52151506,Contenedores de comida domesticos de usar y tirar
52151507,Pajitas para beber desechables de uso domestico
52151601,Rodillos de amasar domesticos
52151603,Ralladores domesticos
52151604,Cedazos o coladores domesticos
52151605,Abridores de latas o botellas domesticos
52151606,Tablas de cortar domesticas
52151609,Peladoras de verdura
52151610,Cortadores de panaderia
52151611,Pinzas de cocina de uso domestico
52151612,Batidos de alambre de cocina de uso domestico
52151613,Rasqueta de alimentos de uso domestico
52151614,Rejillas de uso domestico
52151616,Espatulas de cocina de uso domestico
52151622,Manga de decoracion de reposteria de uso domestico y accesorios
52151624,Afiladores de cuchillos de uso domestico
52151626,Cortador multiusos de uso domestico
52151630,Cortador de queso de uso domestico
52151631,Pasapures de uso domestico
52151632,Embudos de cocina de uso domestico
52151642,Prensadora de masa de uso domestico
52151643,Confeccionador de raviolis y ñoquis de uso domestico
52151644,Rociadores de gatillo o pulverizacion de uso domestico
52151645,Pincel de uso domestico
52151646,Mazos y ablandadoras de cocina de uso domestico
52151650,Coladores de fregadero de uso domestico
52151702,Cuchillos domesticos
52151703,Tenedores domesticos
52151704,Cucharas domesticas
52151705,Portas cubiertos o cucharas
52151709,Cuberteria
52151802,Sartenes domesticas
52151803,Cacerolas domesticas
52151804,Hervidoras domesticas
52151813,Protector contra salpicaduras de uso domestico
52151902,Moldes domesticos para hornear
52151903,Moldes domesticos para pasteles o tartas
52151904,Moldes domesticos para asar
52151908,Moldes para pizzas de uso domestico
52152001,Jarras domesticas
52152002,Envases para guardar alimentos
52152004,Platos domesticos
52152005,Platillos domesticos
52152006,Bandejas o fuentes domesticas
52152008,Teteras o cafeteras domesticas
52152009,Soperas o ensaladeras domesticas
52152010,Termos o conservadoras domesticos
52152011,Guampas
52152013,Pimenteros
52152015,Compotera 
52152101,Tazas de cafe o te domesticas
52152102,Vasos para beber domesticos
52152104,Copas de uso domestico
52152105,Biberones o accesorios
52161502,Reproductores y registradores de cassettes
52161505,Televisores
52161509,Sistemas estereo portatil
52161510,Sistemas estereo para el hogar
52161512,Altavoces o parlantes
52161514,Audifonos
52161517,Compensadores
52161518,Receptores de sistema de posicionar global
52161520,Microfonos y pedestales
52161521,Receptores Multimedia
52161523,Receptores o transmisores de radiofrecuencia
52161524,Receptores y transreceptores de radio
52161525,Mando a Distancia
52161527,Subaltavoces para baja frecuencia
52161529,Grabadores o Tocadores para Cintas de Video
52161533,Megafono
52161535,Grabadoras de voz digitales
52161539,Reproductor combinado de videodiscos digitales (DVD)
52161540,Conmutadores de video
52161543,Grabadoras o reproductores de formato MP y accesorios
52161601,Cassettes
52161604,Adaptadores de clavijas de auriculares
53101501,Pantalones de esport
53101502,Pantalones de esport
53101504,Pantalones de esport
53101505,Pantalones de esport
53101602,Camisas de hombre
53101603,Camisas de nina
53101604,Camisas o blusas de mujer
53101702,Sueteres para hombre y mujer
53101802,Abrigos y chaquetas para hombre
53101804,Abrigos y chaquetas para mujer
53101902,Trajes de hombre
53101904,Trajes de mujer
53101905,Trajes de bebe
53102002,Vestidos
53102102,Batas y/o tunicas para hombre y mujer
53102105,Batas y monos para bebe
53102202,Ropa folclorica para hombre
53102204,Ropa folclorica para mujer
53102205,Ropa folclorica de Abrigo
53102302,Ropa interior femenino
53102303,Ropa interior masculino
53102305,Panales para bebe
53102306,Panales para adultos
53102401,Medias
53102402,Calcetines
53102501,Cinturones o tirantes
53102502,Corbatas
53102503,Sombreros
53102504,Guantes o manoplas
53102505,Paraguas y sombrillas
53102507,Perchas de ropa
53102512,panuelos
53102516,Gorras
53102517,Sujetacorbatas
53102518,Accesorios Militares - Policiales
53102519,Gorgueras / Baberos
53102602,Pijamas
53102604,Pijamas
53102605,Pijamas
53102701,Uniformes Militares
53102703,Uniformes de policia
53102704,Atuendo de servicio o preparacion de alimentos institucional
53102706,Uniformes de seguridad / operarios / limpieza
53102710,Uniformes empresariales
53102712,Uniformes de personal medico
53102901,Prendas de deporte de mujer
53102902,Prendas de deporte de hombre
53103001,Camisetas
53103101,Chalecos para dama y caballero
53111501,Botas 
53111601,Zapatos de hombre
53111602,Zapatos de mujer
53111603,Zapatos de nino
53111701,Zapatillas de hombre
53111702,Zapatillas de mujer
53111901,Calzado deportivo de hombre
53111902,Calzado deportivo de mujer
53111903,Calzado deportivo de nino
53112002,Cordones de calzados
53112003,Almohadillas para el talon
53112101,Chanclos
53121503,Maletas individuales
53121601,Bolsos de mano o monederos
53121603,Mochilas y cartucheras
53121702,Maletines
53121704,Portafolios
53121705,Cajas para material y equipos
53121706,Bolsas para computadores
53121803,Cepillos de ropa
53131502,Dentrifico
53131503,Cepillos de dientes
53131504,Hilo dental
53131505,Chupete de nino
53131507,palillos
53131602,Suministros para el cuidado del cabello
53131603,Maquinas de afeitar y accesorios
53131604,Peines o cepillos para el pelo
53131605,Utensilio para baño
53131606,Desodorantes
53131608,Jabones
53131609,Productos protectores del sol
53131613,Productos para el cuidado de la piel
53131615,Productos de higiene femenina
53131616,Cremas o lociones parafarmaceuticas
53131620,Perfumes o colonias o fragancias
53131621,Cortaunas
53131622,Condones
53131634,Productos de proteccion quimica
53131635,Brochas de afeitar
53141501,Alfileres rectos
53141504,Hebillas
53141505,Botones
53141506,Cierres
53141507,Broches y prendedores
53141605,Agujas de coser
53141617,Bucles de tejido
54101701,Compuestos de limpieza de metales
54111501,Relojes de pulsera
54111502,Reloj cronometro
54111601,Relojes de pared
54111709,Kits de reparacion de relojes de pulsera o de pared o pie
55101501,Cartas
55101504,Periodicos
55101506,Revistas
55101509,Libros de texto educativos o vocacionales
55101516,Manuales de instrucciones o funcionamiento
55101519,Publicaciones periodicas
55101520,Hojas o Folletos de Instrucciones
55101525,Enciclopedias
55101526,Diccionarios
55101528,Libros religiosos
55111505,Libros en cinta o disco compacto
55111507,Periodicos e informaciones electronicas
55111512,Musica en cinta o disco compacto
55111513,Textos vocacionales o educativos electronicos
55111601,Manuales del usuario o documentacion de software electronicos
55121502,Etiquetas de seguridad
55121506,Etiquetas de precio
55121606,Etiquetas autoadhesivas
55121608,Etiquetas de codigo de barras
55121612,Etiquetas de impresora
55121616,Banderitas autoadhesivas
55121619,Etiquetas no adhesivas
55121701,Placas metalicas indicadoras del nombre
55121702,Placas no metalicas indicadoras del nombre
55121703,Senales luminosas
55121704,Senales de seguridad
55121706,Banderas y accesorios
55121710,Senales de trafico
55121717,Placas
55121720,Emblemas
55121722,Mastiles de bandera
55121727,Letreros
55121802,Pulseras o tarjetas de identificacion o productos similares
55121803,Pasaportes
55121807,Fundas de productos de identificacion o accesorios
56101501,Soportes
56101502,Sofas
56101503,Percheros
56101504,Sillas
56101507,Estantes para libros
56101508,Colchones o sets de cama
56101514,Taburetes para el pie
56101515,Camas
56101516,Cofres
56101518,Estantes de pared
56101519,Mesas
56101520,Armarios
56101522,Sillon
56101524,Tablas de planchar
56101528,Plantas artificiales
56101529,Estantes de revistas
56101532,Muebles varios
56101536,Tripodes de instrumentos
56101537,Tocadores
56101538,Muebles para cocina
56101604,Columpios al aire libre
56101605,Bancos exteriores
56101606,Maceteros
56101607,Tendedero de ropa y accesorios
56101702,Archivadores para clasificacion o accesorios
56101703,Escritorios
56101705,Vitrinas
56101706,Mesas de conferencia
56101708,Archivadores moviles
56101711,Conectores de muebles modulares
56101712,Pedestales
56101714,Organizadores de documentos
56101716,Cubiculos de organizacion de escritorio
56101803,Carritos o cochecito de nino o paseantes
56101804,Cunas o parques o accesorios
56101806,Sillas altas o accesorios
56101810,Baneras o tinas de bebe
56101812,Cambiadores de bebes o accesorios
56101904,Bases
56111514,Packs de mostradores modulares de oficina
56111606,Sistemas de panel para piezas o accesorios
56111707,Estanteria no modular
56111804,Organizacion autoestables
56111904,Muebles especiales varios
56111906,Estantes
56111907,Carros de herramientas industriales
56112104,Asientos de Ejecutivos
56112106,Asientos de Banqueta
56112108,Conjunto de escritorio y sillon
56112109,Mesas de trabajo
56121001,Carros / vagones de libros
56121006,Bancos tapizados
56121014,Perchero para bolsas o bolsas
56121102,Mesas de trabajo de estudiante de arte y dibujo
56121401,Mesas con bancos moviles
56121403,Mesas moviles y carritos
56121501,Mesas de actividades
56121502,Sillas de aula
56121504,Taburetes de aula
56121505,Mesas de clase
56121506,Pupitres
56121509,Mesas para equipos informático
56121601,Juegos de sillas y mesas infantiles
56121604,Asientos acolchados (pufs) de tamano infantil
56121701,Modulos de almacenamiento general
56121704,Armarios de almacenamiento institucionales
56121804,Escritorio tecnico del instructor
56122001,Mesas de trabajo de laboratorio
56122002,Modulos de almacenamiento de laboratorio o accesorios
56122003,Estaciones de trabajo 
57101001,Inmuebles Rurales Edificados
57101002,Inmuebles Rurales Sin Edificacion
57102001,Inmuebles Urbanos Edificados
57102002,Inmuebles Urbanos Sin Edificacion
60101103,Globos terraqueos electronicos
60101104,Maquinas electronicas de pruebas
60101308,Adhesivos brillantes
60101327,Tarjetas de presentacion
60101330,Tarjetas de la hora
60101401,Insignias y bastones
60101405,Cintas o escarapelas de clase
60101603,Marcos para certificados
60101606,Diplomas
60101732,Apuntadores
60101902,Cubos del alfabeto
60101905,Placas de las letras del alfabeto
60102001,Espejo de uso logopedico
60102304,Libros de literatura infantil
60102401,abacos
60102405,Contadores o sets de actividades con contadores para las matematicas basicas
60102410,Tarjetas de numeros
60102513,Juegos de domino
60102704,Sets de actividades o juegos de bloques de patrones
60103405,Estantes de mapas
60103804,Mapas historicos
60103805,Redacciones sobre historia y cultura
60103807,Libros de recursos de historia
60103915,Kits o materiales de diseccion
60104002,Kits de experimentos de acido desoxirribonucleico (ADN)
60104006,Materiales de pruebas de bacterias
60104101,Modelos de cuerpo humano
60104501,Posteres o cuadros de la tabla periodica
60104506,Modelos moleculares
60104602,Modelos o sets de modelos
60104606,Carreras e investigacion de fisica
60104703,Kits de demostracion de energia
60104706,Kits de clase de materia
60104816,Sets o kits opticos
60104912,Cables o electrodos electricos
60105003,Aparato de electrones
60105307,Materiales educativos de formacion de actitud o etica laboral
60105421,Materiales educativos de comprension o tratamiento de la diversidad cultural
60105909,Simuladores de embarazo
60105910,Simuladores de bebes y accesorios
60105912,Materiales educativos de comprension sobre el abuso infantil
60105915,Materiales educativos sobre la resucitacion cardiopulmonar o el soporte vital basico
60106101,Materiales de ensenanza de automocion
60106107,Materiales de ensenanza de fabricacion
60106108,Materiales de ensenanza de seguridad o peligro
60106199,Materiales de Enseñanza de Peluqueria
60106208,Materiales de ensenanza de medicina
60106209,Materiales de ensenanza de transporte
60106211,Materiales de ensenanza del motor o sus piezas
60106214,Materiales de ensenanza de robotica
60106401,Equipos / Herramientas Electronicas
60111205,Guardas o remates de moldes festoneados
60111301,Bloques de letras o numeros
60111401,Kits de decoracion del aula
60111409,Distintivos decorativos
60111410,Cuerdas o formas decorativas
60121001,Pinturas en artes
60121002,Esculturas
60121003,Estatuas
60121009,Alfareria
60121101,Papel sulfito
60121102,Papel para restauración
60121103,Papel de dibujo de calco o de vitela
60121106,Cartulina para impresion o manualidades
60121108,Cuadernos de papel 
60121116,Papel crepe para manualidades
60121123,Papel contac
60121124,Papel kraft
60121134,Papel metalico
60121136,Peliculas de celofan
60121143,Cartel de presentacion
60121149,Papel vegetal 
60121202,Pintura de tempera liquida moderna
60121211,Pintura acrilica de estilo escolar
60121213,Pinturas o medios al oleo sinteticos tratados por calor
60121223,Pintura de acuarela liquida
60121226,Pinceles de acuarela
60121242,Delantales
60121247,Caballetes de madera
60121301,Guillotinas
60121413,Albumes u organizadores de fotografias o imagenes
60121509,Crayolas
60121524,Boligrafos de gel
60121525,Boligrafos tecnicos
60121526,Lapicera y accesorios
60121535,Borradores de goma
60121601,Maniquies
60121702,Almohadilla de sellos de caucho de estampacion
60121705,Bloques de madera para grabado
60121716,Accesorios de serigrafiado
60121807,Tintas de litografia o grabado a la manera negra de base oleosa
60121811,Tintas de dibujo de base disolvente
60121813,Tintas de serigrafiado
60123202,Cintas de liston y seda
60123204,Cintas decorativas
60123501,Materiales de cuero o de acordonado de cuero
60123604,Purpurina de plastico
60123901,Lentejuelas o ribetes decorativos
60124322,Compuestos plasticos de modelado
60124403,Alambre de aluminio
60124506,Utensilios de plastico de arena o agua
60131001,Pianos
60131002,Acordeones
60131003,organos musicales
60131101,Trompetas
60131102,Trombones
60131103,Tubas
60131104,Saxofones y accesorios
60131105,Silbato
60131108,Trompas de pistones
60131201,Clarinetes y accesorios
60131202,Oboes
60131203,Flautas musicales
60131207,Armonicas
60131209,Cornos ingleses
60131303,Guitarras
60131304,Violines
60131305,Arpas
60131309,Contrabajos
60131402,Campanas
60131403,Panderetas
60131404,Castanuelas
60131405,Tambores
60131406,Xilofonos
60131499,Idiofonos
60131503,Cuerdas o plectros para instrumentos
60131507,Accesorios para instrumentos de percusion
60131508,Cajas de musica o mecanismos
60131512,Instrumentos de afinacion
60131701,Tubos de percusion
60131702,Platos de percusion
60131802,Palos de ritmo
60141001,Balones o pelotas de juguete
60141002,Munecas
60141004,Munecos de peluche
60141005,Casas de munecas
60141006,Bloques de construccion
60141008,Juguetes para arrastrar
60141010,Vehiculos de juguete
60141011,Trenes de juguete
60141101,Juegos educativos
60141102,Juegos de mesa
60141103,Cartas para jugar
60141104,Juegos de video
60141105,Rompecabezas
60141108,Juegos clasicos
60141113,Juegos de loteria
60141114,Juegos de memoria
60141203,Casitas de juguete
60141205,Zonas acolchadas de juego
60141405,Kits de juegos de mentirijillas o suministros
70111501,Servicios de plantacion: plantas
70111503,Servicios de poda de arboles
70111508,Servicios de fumigacion de plantas o arboles ornamentales
70111703,Servicios de plantacion o mantenimiento de jardines
70111704,Servicios de asesoria de horticultura
70111706,Servicios de cuidado de cespedes
70111712,Servicios de fumigacion de parques o jardines
70111713,Servicios de gestion o mantenimiento de parques
70131604,Servicios de preparacion de semilleros
70131703,Rescate y preparacionde terrenos
70141602,Servicios de control de cultivo
70141801,Servicios de plantacion de arboles de huerta y vinedos
70142001,Servicios relativos a los silos
70151509,Gestion de viveros forestales
70151802,Servicios de proteccion forestales
70171701,Servicios de mantenimiento o gestion de canales
70171707,Servicios de mantenimiento y gestion de pozos de agua
70171709,Servicios de gestion de sistemas de riego
71122504,Servicios de pruebas de control de gas o agua
71161105,Servicios de perforacion del pozo
72101505,Servicios de cerrajero
72101506,Servicios de instalacion y mantenimiento de ascensores
72101601,Instalacion o reparacion de techos
72101603,Servicios de canaletas y tubos de bajada
72101604,Metalisteria de arquitectura
72101606,Instalacion y mantenimiento de conductos
72101607,Instalacion
72101703,Construccion y reparacion de aceras
72101704,Cimentacion
72101803,Servicio de limpieza varios
72101901,Diseno o decoracion de interiores
72101903,Carpinteria o chapisteria de acabados
72102003,Recubrimiento o satinado de materias estructurales de metal
72102004,Impermeabilizacion
72102102,Servicios de control de termitas
72102103,Servicios de exterminacion o fumigacion
72102201,Instalacion
72102202,Instalacion de controles electronicos
72102203,Instalacion
72102204,Instalacion
72102206,Ingenieria subterranea para equipo de comunicaciones
72102207,Ingenieria aerea para equipo de comunicaciones
72102208,Montaje / Desmontaje de cables
72102209,Construccion / Mantenimiento / Reparacion de Presas / Centrales Hidroelectricas
72102301,Instalacion
72102303,Construccion de sistemas de fontaneria
72102304,Instalacion
72102305,Servicios de reparacion
72102401,Servicios de pintura de exteriores
72102402,Servicios de pintura de interiores
72102405,Servicios de marcado de pavimentos
72102501,Mamposteria de ladrillo y adoquines
72102502,Construccion o mantenimiento de chimeneas o ductos
72102503,Instalacion de marmol
72102504,Construccion de muros 
72102507,Instalacion de material aislante
72102508,Colocacion y restauracion de albanileria
72102601,Carpinteria general
72102602,Instalacion
72102701,Entarimado
72102702,Revestimiento
72102703,Servicios de limpieza de suelos
72102801,Renovacion y/o mantenimiento de edificios
72102802,Restauracion y/o reparacion de edificios
72102899,Primera Magistratura
72102901,Servicios de Mantenimientos de Areas Deportivas
72102905,Mantenimiento y hermoseamiento de terrenos
72103001,Servicios de desmonte de terrenos
72103002,Servicios de remocion y nivelado de terrenos
72103003,Servicios de demolicion
72103004,Servicios de excavacion
72131502,Construccion de viviendas
72131601,Construccion de edificios comerciales
72131701,Pavimentación
72131702,Construccion de puentes y muelles
73111507,Servicios de elaboracion de cana o mimbre
73121506,Servicios de procesos de preacabado de hierro o acero
73121602,Servicios de herreria
73141502,Servicios de fabricacion e instalacion de vidrios
73141704,Servicios de fabricación
73141711,Servicios de fabricacion de maletas
73151604,Servicios de envasado de productos farmaceuticos
73151907,Servicios de impresion y duplicacion de CD
73152101,Servicio de mantenimiento de equipo de fabricacion o maquinarias pesadas
73152102,Servicio de reparacion de equipo de fabricacion
73161504,Servicios de fabricacion de plantas industriales o maquinaria especiales
73161508,Servicios de fabricacion de maquinaria o equipos para impresion de papel
73161511,Servicios de fabricacion de maquinaria o equipo para plantas de cemento
73161514,Servicios de fabricacion
73161518,Servicios de fabricacion y mantenimiento de electrodomesticos
73161601,Servicios de construccion
73161607,Servicios de fabricacion
73171601,Servicio de fabricacion/reparacion/mantenimiento: instrumentos cientificos/equipos medicion
73171602,Servicios de fabricacion
73171605,Servicios de fabricacion
73181001,Servicios de torneria
73181908,Servicios de soldar
76101501,Servicios de saneamiento hospitalarios y laboratoriales
76111501,Servicios de limpieza de edificios
76111504,Servicios de limpieza de ventanas o contraventanas
76111505,Servicios de limpieza de telas y muebles
76111602,Limpieza de conductos de aire y de agua
76111603,Limpieza de chimeneas  y parrillas
76111701,Servicios de limpieza de terrenos 
76111702,Servicios de retirada de materiales de zonas en obras
76111801,Limpieza de embarcaciones o vehiculos
76121501,Recogida
76121503,Servicios de limpieza de calles
76121601,Vertedero de basuras
76121701,Servicios de tratamiento de aguas residuales
76121901,Eliminacion de residuos medicos
76131501,Tratamiento de material radioactivo
77101503,Analisis de indicadores medioambientales
77101504,Servicios de evaluacion de impacto medioambiental (EIA)
77101701,Servicios de asesoria de ciencias medioambientales
77101702,Servicios de asesoria de quimica medioambiental
77109999,Saneamiento ambiental
77111506,Servicios de proteccion de la radiacion
77121608,Evaluacion de la contaminacion por pesticidas
77121702,Servicios de rehabilitacion de la contaminacion de aguas superficiales
77121703,Control de contaminacion de aguas residuales
77121704,Servicios de tratamiento de aguas residuales
