Código,Descripción
60121813-002,Tinta de serigrafiado
60123202-001,Cinta de liston
60123202-002,Cinta vies
60123202-999,Cinta de raso
60123204-001,Cinta para mono
60123204-002,Cinta decorativa
60123501-001,Artesania en cuero
60123604-001,Purpurina
60123901-001,Lentejuelas
60124322-001,Plastilina
60124322-9999,Masa para Modelar
60124403-001,Aluminio de atar
60124506-001,Moldes
60124506-002,Molduras
60131001-001,Piano
60131002-999,Acordeon
60131003-999,organos musicales
60131101-001,Trompetas
60131101-999,Fliscorno
60131101-9999,Corneta
60131102-001,Trombon
60131103-001,Bombardino
60131103-002,Tuba
60131103-999,Sousafon
60131104-001,Saxofon
60131104-002,Pafuela para saxofon
60131105-001,Silbato
60131108-999,Trompa
60131201-001,Clarinete soprano
60131201-002,Pafuela para clarinete
60131202-999,Oboe
60131203-001,Flautin
60131203-002,Flauta
60131203-9999,Fagot
60131207-001,Armonica
60131209-001,Corno enmib
60131303-001,Guitarra
60131303-002,Pua para guitarra
60131303-999,Bajo
60131304-001,Violin
60131304-002,Viola
60131304-003,Violoncello
60131305-001,Arpa
60131305-999,Lira
60131309-001,Contrabajo
60131402-9997,Glockenspiel
60131402-9998,Campanas tubulares
60131402-9999,Triángulo Musical
60131403-001,Pandereta
60131404-001,Castanuela
60131405-001,Tambor
60131405-002,Caja redoble
60131405-003,Bombo
60131405-998,Tumbadora
60131405-999,Bateria Musical
60131406-9999,Xilofon
60131503-001,Cuerda para guitarra 
60131507-001,Parche batidor
60131507-002,Bordona para redoblante
60131507-003,Mazos para bombo
60131507-004,Parche Bordonera
60131507-005,Parche para bombo
60131507-006,Vibrador bordonera
60131508-001,Caja para sonido
60131512-001,Afinador
60131701-001,Raspadita
60131701-999,Guira
60131702-001,Platillo de percusion
60131802-001,Palillos de percusion
60141001-001,Pelota de plastico
60141001-999,Pelotas saltarinas
60141002-001,Muñeca
60141004-001,Oso de peluche
60141005-9999,Casa de munecas
60141006-001,Juego de Bloque de construccion
60141008-001,Carrete
60141010-9999,Autos de juguete
60141011-001,Tren de juguete
60141101-001,Juegos de formas geometricas
60141101-002,Juego de encaje
60141101-997,Juegos de formas de animales
60141101-998,Alfombra goma eva
60141101-999,Juego educativo Jenga / Tembleque
60141101-9997,Juegos de secuencias
60141101-9998,Juego educativo - pronosupinador
60141101-9999,Juegos educativos de expresiones faciales
60141102-001,Tabu
60141102-002,Pensate
60141102-003,Rummy o Rumi
60141102-004,Juego 4 x 2
60141102-005,Palito chino
60141102-006,Ajedrez
60141102-007,Futbolito
60141102-008,Mosaico
60141102-998,La granja
60141102-999,Armando oraciones
60141102-9993,Oca
60141102-9994,Banquero
60141102-9995,Dama
60141102-9996,Bingo
60141102-9997,Secuencia
60141102-9998,Ludo
60141102-9999,Busca su par
60141103-9999,Cartas para jugar
60141104-999,Juegos de video
60141105-001,Rompecabezas
60141108-998,Juego de ula ula
60141108-999,Juegos/juguetes de cocina
60141113-001,Bolillero
60141114-001,Pictionary
60141114-002,Adivina quien es
60141114-003,Memoria original
60141114-9999,Tarjetas de memoria
60141203-9999,Casitas de juego 
60141205-9998,Pileta con pelotitas
60141205-9999,Bloques acolchados de juego
60141405-999,Titeres
60141405-9999,Teatrito + titeres de dedo
70111501-001,Servicio de reforestacion
70111501-9999,Servicios de plantacion de plantas y arboles ornamentales
70111503-001,Servicio de poda
70111503-002,Destronque de arbol
70111508-001,Servicio de tratamiento de plaga
70111703-001,Servicio de jardineria
70111704-001,Asesoramiento técnico para la conformación de los jardines
70111706-001,Retiro de pasto
70111712-001,Servicio de fumigación de parques
70111712-002,Servicio de fumigación de predios valdios
70111713-001,Servicio de mantenimiento y limpieza de parque
70111713-002,Colocacion de pasto
70111713-003,Servicio de mantenimiento de plazas
70111713-996,Servicio de provision / montaje de pasarela de parques/plazas
70111713-997,Servicio de provision / montaje de iluminacion de parques/plazas
70111713-998,Servicio de provision / montaje de bancos de parques/plazas
70111713-999,Servicio de provision / montaje de equipos/ juegos de parques/plazas
70111713-9997,Servicio de provision / montaje de Basureros de parques/plazas
70111713-9998,Servicio de provision / montaje de Gruta de parques/plazas
70111713-9999,Servicio de provision / montaje de Fuente de parques/plazas
70131604-9999,Servicios de arado de suelo para siembra
70141602-001,Servicio de tomas de muestra para el cultivo
70141801-001,Servicio de plantacion de huerta
70142001-001,Estudios y Proyectos para la Creacion de Silos 
70151509-001,Construccion de Vivero forestal
70151802-001,Servicio de proteccion forestal en areas de prestamo
70171701-001,Mantenimiento de la seccion hidraulica del canal de toma y limpieza e interconexion de canadas
70171701-002,Canalizacion recurso hidrico
70171707-001,Mantenimiento de Pozos de Agua
70171707-002,Servicio de Limpieza de Pozo de agua
70171709-001,Mantenimiento de sistemas de riego
70171709-002,Construccion / Montaje de Reservorio de Agua
71122504-9999,Analisis de hidrocarburos en agua
71161105-9999,Servicio de perforacion de pozo de monitoreo
72101505-001,Servicio de cerrajeria
72101506-001,Servicio de mantenimiento de ascensor
72101506-002,Servicio de instalacion de ascensor
72101506-003,Servicio de reparacion de ascensor
72101601-001,Reparación de techo
72101601-002,Montaje / Desmontaje de cielorraso
72101601-999,Construcción de Techo Flotante 
72101603-001,Servicio de reparacion y mantenimiento de canaleta y cano de bajada
72101603-002,Servicio de colocacion de canaletas
72101603-9999,Servicio de Desmontaje de canaletas / tubos de bajada
72101604-001,Servicio de colocación estructuras metálicas decorativas
72101604-9999,Construccion de Estructura Metalica para Media Sombra
72101606-001,Provision / Instalacion / Montaje de conductos
72101606-002,Mantenimiento y reparacion de conductos
72101606-003,Instalacion y montaje de canerias de combustibles
72101606-004,Limpieza /Clasificacion de canerias
72101607-001,Reparacion de revoque
72101607-002,Revestimiento de pared o muros
72101607-003,Reparacion de pared
72101607-004,Reparacion de zocalo
72101607-005,Instalacion o colocacion de zocalo
72101607-006,Revoque de pared
72101607-007,Construcción de Pared
72101607-9999,Desmontaje de azulejado
72101703-002,Construcción de acera o vereda
72101703-003,Construcción de muralla o muro
72101703-004,Construccion de cordon
72101703-006,Reparacion de cerco perimetral
72101703-007,Construccion de Cerco perimetral
72101703-011,Mantenimiento y/o reparacion de muralla o muro
72101703-012,Mantenimiento y/o reparacion de cantero
72101703-013,Mantenimiento y/o reparacion de acera
72101704-001,Contruccion de losa
72101803-001,Servicio de limpieza de tanque
72101901-001,Servicios de Consultoria para diseño de interiores y amoblamiento
72101901-9999,Servicio de Decoracion
72101903-001,Carpinteria metalica
72102003-001,Relleno de hormigón
72102004-001,Servicio de Impermeabilizacion
72102102-001,Servicio de eliminacion de termitas
72102103-001,Fumigacion de local
72102103-999,Servicios de exterminacion de criaderos varios
72102201-001,Mantenimiento y reparación de transformador 
72102201-002,Mantenimiento y reparacion de instalaciones electricas
72102201-003,Instalacion de artefactos de energia electrica
72102201-004,Montaje/Desmontaje del Generador y sus componentes
72102201-005,Montaje/Desmontaje del Sistema de generadores
72102201-006,Mantenimiento y reparacion de generador de energia electrica
72102201-007,Mantenimiento y reparacion de semaforos
72102201-008,Montaje de Equipos de Reguladores de Tensión
72102201-009,Mantenimiento de reparacion de medidores
72102201-010,Ampliacion de red electrica
72102201-011,Servicio desmontaje y montaje de columnas
72102201-012,Mantenimiento y reparacion de tablero electrico
72102201-013,Mantenimiento y reparacion de equipos de medicion electrica
72102201-014,Mantenimiento y repacion de banco capacitor
72102201-015,Servicio desmontaje y montaje de Sistemas electricos de Sub estaciones
72102201-016,Servicio de tendido y conexion de equipos y cables electricos
72102201-017,Mantenimiento y reparación de Equipos para enlace de Microondas
72102201-018,Mantenimiento y reparacion de Equipos  Multiplexores
72102201-019,Mantenimiento y reparación de Compensador Estático de Reactivos 
72102201-020,Servicio de Rebobinado del Rotor del Generador
72102201-021,Mantenimieno y/o Reparacion de Equipo Localizador de Averia
72102201-995,Instalacion/Puesta en funcionamiento de Semaforos
72102201-996,Mantenimiento / Reparacion de fustes de Torres de Alta Tension
72102201-997,Montaje / Desmontaje de Torres de Alta Tension
72102201-998,Instalacion
72102201-999,Mantenimiento y reparacion de Terminal Portatil de Lectura
72102201-9998,Instalacion de artefactos electricos de iluminacion
72102201-9999,Mantenimiento y/o Reparacion de Analizador de Red
72102202-001,Instalacion de control electrico para porton
72102202-9999,Instalacion de controles electronicos para semaforo
72102203-001,Mantenimiento y reparacion de equipos telefonicos
72102203-002,Servicio de Cableado equipos de comunicacion
72102203-003,Mantenimiento y reparacion de equipos de radio
72102203-004,Mantenimiento y reparacion de torre de comunicacion
72102203-005,Instalacion de equipos moviles de radio
72102203-006,Programacion de frecuencia de equipos moviles de radio
72102203-007,Mantenimiento y reparacion de aparato de fax
72102203-008,Mantenimiento y reparacion del cableado telefonico
72102203-009,Instalacion y ampliacion de central telefonica
72102203-010,Instalacion de equipos telefonicos
72102203-011,Montaje y/o desmontaje de equipos de comunicacion
72102203-012,Mantenimiento y reparacion de inhibidor de señales
72102203-013,Mantenimiento y/o reparación de Equipos para Comunicación
72102203-014,Instalación de equipos de comunicación
72102203-993,Montaje y Desmontaje de componentes de Redes Telefonicas
72102203-994,Mantenimiento / Reparacion de amplificador
72102203-995,Mantenimiento y Reparación de Módulos de Procesadores RTU
72102203-996,Servicio de empalme para cable
72102203-997,Montaje y Desmontaje de Accesorios para Telefonia
72102203-998,Mantenimiento / Reparacion de Modulos de Centrales Telefonicas
72102203-999,Mantenimiento y reparacion de GPS
72102203-9996,Mantenimiento y reparacion de reflectometro optico
72102203-9997,Mantenimiento y reparacion de empalmadora de fibra optica
72102203-9998,Mantenimiento / Reparacion de equipo de sonido / audio
72102203-9999,Montaje y/o Desmontaje de Reloj Biometrico
72102204-001,Instalacion de sistema de seguridad
72102204-002,Mantenimiento y reparacion de sistema de seguridad
72102206-001,Construccion de Camara Subterranea
72102206-002,Mantenimiento y/o reparacion de Camara Subterranea
72102207-999,Montaje y Desmontaje de Herrajes para Telefonia
72102208-999,Montaje / Desmontaje de cables
72102209-9995,Asentamiento / Cimiento de Hormigon
72102209-9996,Mantenimiento / Reparacion de Sistema de Drenaje
72102209-9997,Mantenimiento / Reparacion de Piezometros
72102209-9998,Provision e Instalacion de Piezometros
72102209-9999,Instalacion de Medidores Triortogonales
72102301-001,Mantenimiento y reparacion de caldera
72102301-002,Instalacion de Calderas
72102303-001,Perforacion y construccion de pozo artesiano
72102303-002,Construccion de pozo ciego
72102303-003,Construccion de camara septica
72102303-004,Construccion de aljibe
72102303-005,Mantenimiento y Reparacion de Pozo ciego
72102303-006,Perforacion y construccion de pozo de agua
72102303-007,Construccion de pileta
72102303-008,Construccion de bebedero
72102303-998,Construccion / Montaje de Tanque / Reservorio de Agua
72102303-999,Construccion de Laguna
72102304-001,Mantenimiento y reparacion de instalaciones sanitarias
72102304-002,Instalacion de fontaneria sanitaria
72102304-003,Reparacion de desague cloacal
72102304-004,Mantenimiento y reparacion de fontaneria
72102304-005,Construccion de desague pluvial
72102304-006,Instalacion de desague cloacal
72102304-007,Construccion de desague cloacal
72102304-008,Construcción de planta de tratamiento de residuos cloacales
72102304-009,Reparacion de desague pluvial
72102304-010,Construccion de planta de tratamiento de agua
72102304-998,Instalacion
72102304-999,Montaje / Desmontaje de pileta
72102304-9998,Desmontaje de artefactos sanitarios
72102304-9999,Desmontaje / Montaje / Mantenimiento / Reparacion de Consola de Gases Medicinales
72102305-001,Mantenimiento / Reparacion de aire acondicionado
72102305-002,Montaje/Desmontaje de sistema de aire acondicionado
72102305-003,Colocacion de extractor eolico
72102305-9999,Instalacion de aire acondicionado
72102401-001,Servicio de pintura de exteriores
72102401-002,Servicio de pintura de paredes y murallas
72102401-003,Servicio de pintura de aberturas
72102401-004,Servicio de pintura de juegos de parque
72102401-005,Servicio de pintura muebles de jardin
72102402-001,Servicio de pintura de interiores
72102402-002,Servicio de pintura cielo razo
72102402-003,Servicio de pintura de muebles
72102405-001,Servicios de marcado
72102502-001,Construccion de ducto 
72102502-002,Construccion de chimenea
72102502-999,Reparacion y mantenimiento de chimeneas
72102503-001,Instalacion de azulejos
72102504-001,Construcción de muro perimetral
72102504-002,Construccion de muro de contencion
72102504-003,Construccion de muro transversal
72102507-001,Servicio de aislacion de techo
72102508-001,Restauracion o reparacion de pisos
72102508-002,Restauracion o reparacion de azulejos
72102508-003,Revestimiento de azulejos
72102508-999,Mesada de mamposteria con revestimiento
72102601-001,Servicio de carpinteria
72102602-001,Mantenimiento y reparacion de puertas y ventanas 
72102602-002,Mantenimiento y reparacion de muebles 
72102602-004,Colocacion de vidrios 
72102602-005,Desmontaje y/o Colocacion de puertas y ventanas
72102602-006,Colocacion de polarizado en ventanas / puertas
72102602-007,Desmontaje y/o Colocacion de mamparas
72102602-008,Colocacion de marcos para puertas y ventanas
72102602-009,Mantenimiento y reparacion de mamparas
72102602-010,Colocacion de pasamano 
72102602-011,Colocacion de muebles
72102602-012,Servicio de colocacion de ventosas
72102602-999,Desmontaje y/o Colocacion de balancin
72102602-9999,Desmontaje y/o Colocacion de cortinados
72102701-001,Mantenimiento  de pisos de parquet 
72102701-002,Provision y colocacion de piso parquet
72102701-999,Provisión y colocación de Piso Elevado
72102702-002,Revestimiento de pisos
72102702-9999,Mantenimiento / Reparacion de Escalera de edificio
72102703-001,Servicio de Pulido y encerado de piso
72102801-001,Remodelacion /Readecuacion de edificio
72102801-999,Remodelacion de plaza/parque
72102801-9998,Readecuacion de mueble
72102801-9999,Remodelacion / Readecuacion de Area Verde
72102802-001,Restauracion y/o reparacion de edificios
72102802-002,Refaccion de mataderia
72102802-003,Restauracion de aulas
72102802-004,Servicio de mantenimiento de muro de contencion
72102802-005,Reparacion / Mantenimiento de baño
72102802-006,Mantenimiento y reparacion de caseta
72102802-007,Mantenimiento y Reparacion de puentes
72102802-008,Mantenimiento y Reparacion de Planta Alcoholera
72102802-009,Mantenimiento y Reparacion de deposito o salones
72102802-010,Mantenimiento
72102802-011,Mantenimiento y reparacion de muelle
72102802-012,Mantenimiento de camara septica
72102802-013,Mantenimiento y reparacion de penitenciaria
72102802-014,Restauracion de iglesia
72102802-015,Mantenimieto y/o Reparacion de Ponton
72102802-016,Remodelacion de cementerio
72102802-017,Restauracion y/o reparacion de Obras de Arte
72102802-018,Servicio de Remosion y/ o traslado de Monumentos
72102802-999,Servicio de Instalacion de Monumento
72102802-9999,Construccion de columbario
72102899-9994,Readecuacion de Equipamiento de edificio (Primera Magistratura)
72102899-9995,Readecuacion de Amoblamiento de edificio (Primera Magistratura)
72102899-9996,Mantenimiento/ Readecuacion / Remodelacion de Areas Verdes (Primera Magistratura)
72102899-9997,Mantenimiento de edificio / instalaciones (Primera Magistratura)
72102899-9998,Restauracion / Reparacion de edificio (Primera Magistratura)
72102899-9999,Remodelacion /Readecuacion de edificio (Primera Magistratura)
72102901-9999,Servicio de Mantenimiento de Cancha de Tenis
72102905-001,Relleno y compactacion de terreno
72103001-001,Desmonte de terreno
72103001-002,Desbroce
72103002-001,Servicio de nivelado de terreno
72103002-002,Servicio de remosion de terreno
72103003-001,Servicio de Demolicion
72103004-001,Servicio de Excavación Estructural
72103004-002,Servicio de Excavación no clasificada
72103004-003,Servicio de Excavación de Zanja de Drenaje
72103004-004,Servicio de excavacion de bolsones
72103004-005,Servicio de excavacion en rocas
72131502-998,Construccion de vivienda unifamiliar
72131502-999,Construccion de viviendas para pueblos originarios
72131502-9993,Construccion de vivienda Pre-Fabricada unifamiliar para discapacitados
72131502-9994,Construccion de vivienda Pre-Fabricada unifamiliar
72131502-9995,Construccion de vivienda unifamiliar para discapacitados
72131502-9996,Terminacion de vivienda - Departamento
72131502-9997,Terminacion de vivienda unifamiliar
72131502-9998,Construccion de viviendas tipo Departamento
72131502-9999,Construccion de vivienda tipo Duplex
72131601-001,Construccion e instalaciones electricas
72131601-002,Preparacion de obra
72131601-003,Cimiento
72131601-004,Colocacion de hormigon armado
72131601-005,Mamposteria
72131601-006,Aislacion
72131601-007,Construccion/Colocacion de techo/tinglado
72131601-008,Revoques
72131601-009,Colocacion de pisos - contrapisos
72131601-010,Aberturas
72131601-011,Instalaciones sanitarias
72131601-012,Servicio de pintura
72131601-013,Limpieza de obra
72131601-014,Escalera
72131601-015,Pilar
72131601-997,Ampliacion de Edificios
72131601-998,Colocacion de estructuras deportivas
72131601-9980,Construccion de planta recicladora de residuos sólidos
72131601-9981,Construccion de cancha de voley de arena
72131601-9982,Construccion cocina-comedor - Estructura Tipo - MEC
72131601-9983,Construccion de pasarela de inspeccion
72131601-9984,Construccion de rampa peatonal
72131601-9985,Construccion de penitenciarías
72131601-9986,Construccion de cancha de futbol
72131601-9987,Construccion de Bano sexado para escuela
72131601-9988,Construccion de graderia para cancha
72131601-9989,Construccion de Comisaria
72131601-999,Construccion y/o colación de dinteles
72131601-9990,Construccion de Oratorio/Velatorio
72131601-9991,Terminacion de Obras Civiles - Mataderia
72131601-9993,Construccion de Planta de Productos Derivados del Petroleo
72131601-9994,Construccion de Planta Industrial de Alcohol
72131601-9995,Construccion de Caseta de Seguridad
72131601-9996,Construccion de Lavadero
72131601-9997,Construccion de Oficina
72131601-9998,Construccion de Estacion de Servicio
72131601-9999,Construccion de aula
72131701-001,Servicio de señalización de caminos
72131701-002,Construcción de empedrado
72131701-003,Mantenimiento de enripiado
72131701-004,Servicio de construccion de asfaltado o pavimentacion
72131701-005,Construccion de paseo central
72131701-006,Servicio de limpieza de franja de dominio
72131701-007,Construccion de desague pluvial - caminos
72131701-008,Reparacion de empedrado
72131701-009,Recuperacion del nudo
72131701-010,Bacheos de calle
72131701-011,Mantenimiento de camino terraplenado
72131701-012,Mantenimiento / Reparacion de asfaltado
72131701-013,Mantenimiento de pista de aterrizaje
72131701-014,Construccion de enripiado
72131701-015,Construccion de banquina
72131701-016,Construccion de terraplen
72131701-017,Contruccion de alcantarilla
72131701-018,Servicio de montaje/desmontaje de alambrado
72131701-019,Servicio de colocacion/desmontaje de barandas de seguridad para caminos
72131701-020,Mantenimiento / Reparacion de paseo central
72131701-021,Mantenimiento y reparacion de alcantarillado
72131701-022,Construccion de ciclovia
72131701-023,Construccion de caminero
72131701-024,Construccion de lomada
72131701-025,Construccion de rotonda
72131701-026,Mantenimiento y reparacion de pavimento
72131701-027,Mantenimiento de sistema de drenaje
72131701-028,Servicio de Taponamiento de zanja
72131701-029,Construccion de Portico
72131701-998,Mantenimiento y/o Reparacion de Pista de Atletismo
72131701-999,Servicio de Arborización
72131701-9999,Servicio de colocacion/desmontaje de porticos para caminos
72131702-001,Construccion de puente / viaducto
72131702-002,Construcción de muelle
72131702-003,Construccion de puente peatonal
73111507-001,Canasta de mimbre
73121506-001,Reduccion de hierro
73121602-001,Servicio de fabricacion escalera metalica
73121602-002,Servicio de fabricacion porton metalico
73121602-003,Servicio de fabricacion caseta metalica
73121602-004,Servicio de fabricacion de rejas
73121602-005,Servicio de reparacion de rejas
73121602-006,Servicio de fabricacion de puerta y ventanas metalicas
73121602-007,Servicio de Herreria
73121602-008,Servicio de mantenimiento y reparacionde porton metalico
73121602-009,Construccion de rampa metalica
73141502-001,Servicio de vidrieria
73141704-001,Fabricacion de alfombra
73141704-002,Colocacion de alfombra
73141704-003,Reparacion de alfombra
73141704-004,Fabricacion de cortina
73141704-005,Desmonte de alfombra
73141704-006,Reparacion de cortina
73141711-001,Carpeta de cuero con impresión
73141711-002,Saco o bolso de tela
73151604-001,Servicios de envasado medicamentos
73151907-001,Servicio de copias en  CDs
73152101-001,Mantenimiento y reparacion de tracto camion
73152101-002,Reparacion y Mantenimiento de puente de grua
73152101-003,Reparación y Mantenimiento de taladro electrico
73152101-004,Reparación y Mantenimiento de moladora
73152101-005,Reparación y Mantenimiento de hidrolavadora
73152101-006,Reparación y Mantenimiento de corta cesped
73152101-007,Reparación y Mantenimiento de desmalezadora
73152101-008,Reparacion y Mantenimiento de motosierra
73152101-009,Reparacion de pala retro excavadora (cucharon)
73152101-010,Reparacion y Mantenimiento de motobomba
73152101-011,Reparacion y Mantenimiento de motor electrico
73152101-012,Reparacion y Mantenimiento de electrobomba
73152101-013,Mantenimiento y Reparacion de Tractor
73152101-014,Mantenimiento y reparacion de motoniveladora
73152101-015,Reparacion de Pala Cargadora
73152101-016,Reparacion de Topadora
73152101-017,Reparacion de Retroexcavadora
73152101-018,Mantenimiento / Reparacion de compresor de aire / de vacio
73152101-019,Mantenimiento y/o Reparacion de Montacargas
73152101-020,Servicio de mantenimiento y repotenciacion de turbina
73152101-021,Mantenimiento y Reparacion de equipos SAT para uso Aeroportuario
73152101-022,Reparacion y Mantenimiento de Equipo compactador
73152101-023,Desmontaje del sitema de extraccion
73152101-024,Modificacion sistema de extraccion
73152101-025,Fabricacion
73152101-026,Montaje y puesta en marcha del sistema neumatico
73152101-027,Mantenimiento y reparacion de compresor
73152101-028,Mantenimiento y reparacion de tractor agricola
73152101-029,Interconexion a la red neumatica de los aerodeslizdores de fluidificacion
73152101-030,Fabricacion y montaje de deflectores de carga
73152101-033,Reparacion y mantenimiento de camion recolector
73152101-034,Mantenimiento y reparacion de Camion volquete
73152101-035,Mantenimiento y reparacion de planta asfaltica
73152101-036,Mantenimiento y reparacion de embolsadora y/o molino
73152101-037,Mantenimiento y reparacion de mangas de abordaje
73152101-038,Mantenimiento y reparacion de cintas transportadoras de equipajes
73152101-039,Reparacion y mantenimiento de motor generador
73152101-040,Mantenimiento y Reparacion de Camion Cisterna
73152101-041,Reparacion y mantenimiento de cambiador de tomas bajo carga
73152101-042,Mantenimiento y reparacion de camion plataforma
73152101-043,Desgranadora manual
73152101-044,Desgranadora electrica
73152101-045,Mantenimiento y reparacion de maquina perforadora de pozo
73152101-046,Servicio de mantenimiento y reparacion de bascula 
73152101-047,Mantenimiento y reparacion de barrera de peaje
73152101-048,Reparacion y mantenimiento de balanza selectiva
73152101-049,Reparacion y mantenimiento de balanza de precision
73152101-050,Mantenimiento y Reparacion de Levanta Contenedor
73152101-051,Mantenimiento y/o Reparacion de Elevador Hidraulico
73152101-052,Servicio de mantenimiento y reparacion de captadores de polvo
73152101-053,Servicio de mantenimiento y reparacion de horno III
73152101-054,Servicio de mantenimiento y reparacion de tolva trituradora EV
73152101-055,Servicio de desmontaje
73152101-056,Servicio de mantenimiento y reparacion de motor 6kv de molino de cemento
73152101-057,Servicio de mantenimiento y reparacion de conducto de material del ciclon 2da y 3ra. etapa
73152101-058,Mantenimiento / reparacion de pulverizadora
73152101-059,Mantenimiento y reparacion de raston
73152101-060,Mantenimiento y reparacion de rasta liviana
73152101-061,Mantenimiento y reparacion de traila
73152101-062,Mantenimiento y reparacion de arado a disco
73152101-063,Mantenimiento y reparacion de rotativa
73152101-064,Mantenimiento y reparacion de sembradora
73152101-065,Mantenimiento y reparacion de subsoldador
73152101-066,Mantenimiento y reparacion de maquinas de produccion de municiones
73152101-067,Mantenimiento y reparacion de maquinas cementeras
73152101-068,Mantenimiento y reparacion de maquina bobinadora
73152101-069,Reparacion y mantenimiento de planta regeneradora de aceite
73152101-070,Mantenimiento y reparacion de silos
73152101-071,Mantenimiento y Reparacion de maquinaria embolzadora
73152101-072,Mantenimiento y reparacion de lavadora
73152101-073,Mantenimiento y reparacion de porta contenedor
73152101-074,Mantenimiento preventivo / correctivo de maquinas de produccion
73152101-075,Mantenimiento y reparacion de guinche
73152101-076,Reparacion / Mantenimiento de excavadora
73152101-077,Mantenimiento y reparacion de maquina plastificadora
73152101-078,Mantenimiento y/o reparacion de bomba de agua
73152101-079,Mantenimiento y/o reparacion de elevador de agua
73152101-080,Mantenimiento y Reparacion de Electrocompresor
73152101-081,Mantenimiento y Reparacion de Grua
73152101-082,Mantenimiento y Reparacion de Equipo de Levantamiento Electrohidraulico
73152101-083,Mantenimiento y Reparacion de Elevadores de Vehiculos
73152101-084,Mantenimiento y Reparacion de Camion Vactor
73152101-085,Mantenimiento y Reparacion de Camion de Carga
73152101-985,Servicio de Reparacion / Mantenimiento de Fresadora
73152101-986,Servicio de Reparacion / Mantenimiento de Torno
73152101-987,Servicio de mantenimiento de instrumentos musicales
73152101-988,Mantenimiento y Reparacion de Masa de Molienda
73152101-989,Mantenimiento y Reparacion de de Calentador de Mosto
73152101-990,Mantenimiento preventivo / correctivo de escaner de deteccion / diagnostico
73152101-991,Servicio de mantenimiento y reparacion de dique seco/carena
73152101-992,Mantenimiento y/o Reparacion de Cortadora
73152101-993,Servicio de Reparacion / Mantenimiento de Trituradora de Impacto
73152101-994,Servicio de Diagnostico Ultrasonico de Maquinaria
73152101-995,Servicio de Mantenimiento y/o reparacion de Cargador de Barcaza
73152101-996,Servicio de Clasificacion / Mantenimiento de Cuerpos Moledores
73152101-997,Mantenimiento y Reparacion de Separadoras Centrifugas
73152101-998,Mantenimiento y Reparacion de Prensa Hidraulica
73152101-9982,Mantenimiento y/o Reparacion de Columna de Destilacion
73152101-9983,Reparacion y Mantenimiento de Desgrosadora
73152101-9984,Reparacion y Mantenimiento de Cepilladora
73152101-9985,Servicio de mantenimiento y Reparación de Centrífugo vertical
73152101-9986,Servicio de mantenimiento y Reparación de Compresor a pistones
73152101-9987,Servicio de mantenimiento y Reparación de Válvula Pilotada
73152101-9988,Servicio de mantenimiento y reparación de Sello Mecánico para Bomba de Gas
73152101-9989,Servicio de mantenimiento y reparación de Bomba de Gas
73152101-999,Servicio de Reparacion / Mantenimiento de Hormigonera
73152101-9990,Servicio de mantenimiento / reparacion de Unidad de Potencia Auxiliar - Aeronave
73152101-9991,Mantenimiento de Sistema de tanques (produccion) de planta de oxigeno
73152101-9992,Mantenimiento de secador / deshumidificador - aire comprimido
73152101-9993,Servicio de Mantenimiento / Reparacion de Sopladora
73152101-9994,Mantenimiento y Reparacion de Microtractores
73152101-9995,Mantenimiento y Reparacion de Cosechadora
73152101-9996,Mantenimiento y/o Reparacion Equipo Tambor Nivelador de Caña
73152101-9997,Servicio de Mantenimiento / Reparacion de Barredora
73152101-9998,Servicio de Mantenimiento / Reparacion de Bordeadora
73152101-9999,Mantenimiento y/o Reparacion de Equipo Purificador de Aceite Aislante
73152102-001,Reparacion de equipo de transporte de carga 
73161504-001,Fabricacion de maquinaria o equipo para Planta Alcoholera
73161504-9998,Equipo de Compostaje
73161504-9999,Equipo de concentracion de Vinaza
73161508-9997,Reparacion / Mantenimiento de Aparadora para zapateria
73161508-9998,Reparacion / Mantenimiento de Descarnadora para zapateria
73161508-9999,Reparacion / Mantenimiento de Lijadora para zapateria
73161511-001,Fabricacion de engranajes para horno industrial
73161511-002,Fabricacion de ducto de gases para Enfriadora
73161511-999,Servicios de fabricacion de maquinaria o equipo para plantas de cemento
73161514-001,Reparacion y mantenimiento de horno 
73161514-002,Fabricacion / Construccion de horno
73161514-003,Instalacion de horno incinerador
73161518-001,Reparacion y mantenimiento de microonda
73161518-002,Reparacion y mantenimiento de heladera
73161518-003,Reparacion y mantenimiento de videocasetero
73161518-004,Reparacion y mantenimiento de radiograbador
73161518-005,Reparacion y mantenimiento de cocina
73161518-006,Reparacion y mantenimiento de aspiradora
73161518-007,Reparacion y mantenimiento de estufa
73161518-008,Reparacion y mantenimiento de bebedero electrico
73161518-009,Reparacion y mantenimiento de televisor
73161518-010,Mantenimiento y reparacion de ventilador
73161518-011,Reparacion y mantenimiento de amasadora industrial
73161518-012,Reparacion y mantenimiento de refinadora industrial para panaderia 
73161518-013,Reparacion y mantenimiento de cortadora industrial para panaderia 
73161518-014,Reparacion y mantenimiento de porta asadera industrial para panaderia
73161518-015,Reparacion de microfdono inalambrico
73161518-016,Reparacion y mantenimiento de termocalefon
73161518-017,Mantenimiento y reparacion de extractor
73161518-018,Mantenimiento y reparacion de plancha bifera
73161518-019,Mantenimiento y/o Reparacion de Batidora industrial
73161518-020,Reparacion y/o Mantenimiento de moledora industrial
73161518-021,Mantenimiento y/o Reparacion de lunchonette
